,r2_S&P 500,r2_Nasdaq-100,r2_Technology,r2_Financials,r2_Industrials
2020-07-06,0.8557,0.8918,0.8992,0.7085,0.7198
2020-07-07,0.8563,0.8921,0.8992,0.7094,0.7215
2020-07-08,0.8578,0.8939,0.9002,0.7103,0.7225
2020-07-09,0.8601,0.896,0.9021,0.7127,0.7234
2020-07-10,0.8586,0.8965,0.9025,0.7088,0.7181
2020-07-13,0.8569,0.8958,0.9027,0.7019,0.7162
2020-07-14,0.8569,0.8954,0.9026,0.6995,0.7136
2020-07-15,0.8571,0.8951,0.9026,0.6992,0.7136
2020-07-16,0.856,0.8954,0.9026,0.6968,0.7091
2020-07-17,0.8571,0.8958,0.9028,0.6968,0.7098
2020-07-20,0.857,0.8957,0.9027,0.6962,0.7096
2020-07-21,0.8569,0.8946,0.9025,0.6942,0.7053
2020-07-22,0.8565,0.8942,0.9023,0.6911,0.7035
2020-07-23,0.8565,0.8942,0.9022,0.6911,0.7038
2020-07-24,0.8568,0.8926,0.9014,0.6899,0.7032
2020-07-27,0.8565,0.8927,0.9016,0.6888,0.7032
2020-07-28,0.8556,0.8925,0.9009,0.6847,0.7012
2020-07-29,0.8551,0.8926,0.9007,0.6831,0.7012
2020-07-30,0.8569,0.8946,0.9032,0.6852,0.7048
2020-07-31,0.8544,0.8938,0.9029,0.6809,0.7012
2020-08-03,0.8531,0.8905,0.8966,0.6807,0.7003
2020-08-04,0.8529,0.8909,0.8963,0.6801,0.7003
2020-08-05,0.8526,0.8899,0.8952,0.68,0.6992
2020-08-06,0.852,0.8917,0.8963,0.6779,0.696
2020-08-07,0.8515,0.8906,0.8954,0.6779,0.6959
2020-08-10,0.8521,0.8921,0.8961,0.6746,0.6922
2020-08-11,0.8519,0.8919,0.896,0.6744,0.6885
2020-08-12,0.8534,0.8931,0.8987,0.6725,0.6878
2020-08-13,0.8531,0.8937,0.8989,0.6688,0.6848
2020-08-14,0.8528,0.8929,0.8984,0.6687,0.6849
2020-08-17,0.853,0.8931,0.8987,0.6687,0.6848
2020-08-18,0.8533,0.894,0.8991,0.6661,0.684
2020-08-19,0.8544,0.8931,0.8991,0.6667,0.6863
2020-08-20,0.8548,0.893,0.8989,0.6673,0.6871
2020-08-21,0.8549,0.8888,0.8955,0.6691,0.6896
2020-08-24,0.8532,0.8872,0.8937,0.6677,0.6883
2020-08-25,0.8525,0.8865,0.8932,0.6652,0.6863
2020-08-26,0.8526,0.8867,0.8932,0.6653,0.6861
2020-08-27,0.8501,0.8836,0.8904,0.6617,0.6828
2020-08-28,0.853,0.8863,0.8908,0.6671,0.6892
2020-08-31,0.8537,0.8893,0.894,0.6647,0.6873
2020-09-01,0.8525,0.8878,0.8932,0.6621,0.6855
2020-09-02,0.8502,0.8863,0.892,0.6595,0.6819
2020-09-03,0.8498,0.8845,0.8894,0.6573,0.6812
2020-09-04,0.8512,0.8861,0.8911,0.6502,0.682
2020-09-08,0.8446,0.8801,0.8855,0.6306,0.6649
2020-09-09,0.842,0.8777,0.8847,0.6237,0.6572
2020-09-10,0.8391,0.8749,0.8822,0.6161,0.6498
2020-09-11,0.8248,0.8626,0.8707,0.5867,0.6197
2020-09-14,0.81,0.8504,0.8625,0.5513,0.5963
2020-09-15,0.7674,0.8154,0.83,0.4753,0.5341
2020-09-16,0.7541,0.8024,0.8194,0.4566,0.5242
2020-09-17,0.7389,0.8078,0.8242,0.4177,0.4897
2020-09-18,0.7423,0.807,0.8279,0.4157,0.4932
2020-09-21,0.7462,0.8094,0.8309,0.4087,0.489
2020-09-22,0.7941,0.8214,0.8516,0.4588,0.5315
2020-09-23,0.765,0.7974,0.8298,0.3868,0.4649
2020-09-24,0.7796,0.7964,0.831,0.4028,0.5086
2020-09-25,0.7677,0.7852,0.8213,0.3772,0.4828
2020-09-28,0.7599,0.7758,0.8125,0.3688,0.4671
2020-09-29,0.7588,0.7749,0.8121,0.3697,0.4689
2020-09-30,0.7558,0.7737,0.8102,0.3645,0.4657
2020-10-01,0.7419,0.7617,0.7996,0.3367,0.4445
2020-10-02,0.738,0.7609,0.7972,0.3306,0.4388
2020-10-05,0.7355,0.7632,0.7991,0.3173,0.421
2020-10-06,0.6963,0.7332,0.7684,0.2675,0.3685
2020-10-07,0.694,0.7295,0.7667,0.2698,0.3689
2020-10-08,0.6918,0.7282,0.7644,0.2612,0.3621
2020-10-09,0.7209,0.7347,0.7703,0.3043,0.3763
2020-10-12,0.7302,0.7354,0.7722,0.3177,0.3912
2020-10-13,0.7216,0.7204,0.7615,0.3268,0.3882
2020-10-14,0.7155,0.7207,0.7573,0.3134,0.3782
2020-10-15,0.7208,0.7186,0.7592,0.3305,0.3905
2020-10-16,0.736,0.7184,0.7599,0.3415,0.404
2020-10-19,0.7328,0.7172,0.7579,0.3369,0.3953
2020-10-20,0.7162,0.7015,0.7421,0.3224,0.3853
2020-10-21,0.7162,0.699,0.7333,0.3316,0.3992
2020-10-22,0.7177,0.6991,0.7325,0.3319,0.4044
2020-10-23,0.7147,0.6975,0.7302,0.3261,0.4036
2020-10-26,0.7133,0.6967,0.73,0.3251,0.402
2020-10-27,0.7167,0.7033,0.7344,0.3342,0.4167
2020-10-28,0.7082,0.6895,0.7215,0.323,0.4126
2020-10-29,0.7194,0.7159,0.7416,0.3229,0.4192
2020-10-30,0.7092,0.7111,0.7396,0.3069,0.4063
2020-11-02,0.711,0.7103,0.7406,0.3065,0.4104
2020-11-03,0.7073,0.7095,0.7396,0.308,0.4057
2020-11-04,0.7175,0.7115,0.741,0.3218,0.4181
2020-11-05,0.7238,0.7169,0.7478,0.3022,0.3928
2020-11-06,0.7227,0.721,0.754,0.3047,0.3927
2020-11-09,0.7183,0.7195,0.7532,0.3007,0.3911
2020-11-10,0.6961,0.7153,0.7501,0.2284,0.3554
2020-11-11,0.6809,0.7164,0.7498,0.2135,0.3239
2020-11-12,0.672,0.7206,0.7534,0.1982,0.3043
2020-11-13,0.6863,0.7347,0.7672,0.2002,0.3072
2020-11-16,0.6742,0.7408,0.7684,0.1788,0.2789
2020-11-17,0.6772,0.7372,0.7657,0.1833,0.2845
2020-11-18,0.675,0.7366,0.765,0.1769,0.2799
2020-11-19,0.6765,0.7382,0.7653,0.1789,0.286
2020-11-20,0.6758,0.7381,0.7652,0.1789,0.2852
2020-11-23,0.6763,0.7417,0.7675,0.1825,0.2912
2020-11-24,0.6755,0.7393,0.7649,0.1821,0.2915
2020-11-25,0.6759,0.7451,0.7707,0.1744,0.2875
2020-11-27,0.6813,0.7429,0.7713,0.1838,0.2982
2020-11-30,0.6831,0.745,0.7715,0.1848,0.2968
2020-12-01,0.6778,0.7465,0.773,0.1778,0.2899
2020-12-02,0.6773,0.7574,0.7807,0.1694,0.2746
2020-12-03,0.6801,0.7629,0.7865,0.1682,0.2739
2020-12-04,0.6772,0.7606,0.7839,0.1596,0.2649
2020-12-07,0.6835,0.7537,0.7812,0.1653,0.2735
2020-12-08,0.6843,0.7549,0.7818,0.1657,0.2775
2020-12-09,0.6862,0.7569,0.7862,0.1725,0.2843
2020-12-10,0.6465,0.741,0.7654,0.102,0.2031
2020-12-11,0.6456,0.74,0.7644,0.0992,0.201
2020-12-14,0.6437,0.7382,0.7627,0.0995,0.1986
2020-12-15,0.6354,0.7365,0.7601,0.0937,0.1876
2020-12-16,0.64,0.7374,0.7619,0.0982,0.1921
2020-12-17,0.6399,0.7373,0.7619,0.0981,0.1916
2020-12-18,0.6384,0.737,0.7603,0.0972,0.19
2020-12-21,0.6389,0.7375,0.7638,0.0991,0.1902
2020-12-22,0.6396,0.7383,0.7634,0.0969,0.1913
2020-12-23,0.6355,0.7336,0.7563,0.0862,0.1781
2020-12-24,0.6353,0.734,0.7578,0.0824,0.1761
2020-12-28,0.6334,0.7304,0.7548,0.0717,0.1676
2020-12-29,0.6302,0.7262,0.7498,0.0706,0.168
2020-12-30,0.6271,0.7231,0.7482,0.0678,0.1688
2020-12-31,0.6356,0.7332,0.7471,0.0659,0.1679
2021-01-04,0.6347,0.7332,0.7474,0.066,0.1668
2021-01-05,0.6259,0.7276,0.7435,0.0622,0.1616
2021-01-06,0.6235,0.7257,0.7393,0.0585,0.159
2021-01-07,0.6188,0.7231,0.7353,0.0501,0.1526
2021-01-08,0.6325,0.7267,0.7418,0.0591,0.1626
2021-01-11,0.6392,0.7253,0.7408,0.0647,0.1659
2021-01-12,0.6278,0.7087,0.7307,0.066,0.168
2021-01-13,0.6253,0.7084,0.7277,0.066,0.164
2021-01-14,0.6311,0.7079,0.7286,0.0683,0.1719
2021-01-15,0.6169,0.6929,0.7098,0.0682,0.171
2021-01-19,0.6185,0.6915,0.7096,0.0744,0.1774
2021-01-20,0.613,0.6888,0.7039,0.0753,0.1846
2021-01-21,0.6007,0.6689,0.6885,0.0795,0.188
2021-01-22,0.599,0.6693,0.6904,0.0762,0.1833
2021-01-25,0.5943,0.664,0.6856,0.0788,0.1844
2021-01-26,0.5918,0.661,0.6819,0.0782,0.1809
2021-01-27,0.5923,0.6521,0.6755,0.088,0.1867
2021-01-28,0.6109,0.6571,0.6652,0.1098,0.2019
2021-01-29,0.6092,0.6533,0.6589,0.1101,0.2021
2021-02-01,0.6234,0.6594,0.6646,0.1256,0.2193
2021-02-02,0.635,0.6774,0.6909,0.1295,0.221
2021-02-03,0.6358,0.6774,0.6915,0.1336,0.2247
2021-02-04,0.6285,0.6751,0.689,0.1321,0.2229
2021-02-05,0.6298,0.6753,0.6882,0.1342,0.229
2021-02-08,0.6289,0.6779,0.6938,0.1341,0.2273
2021-02-09,0.6288,0.6697,0.6894,0.1458,0.2399
2021-02-10,0.6294,0.6697,0.6894,0.1464,0.2484
2021-02-11,0.6277,0.669,0.6887,0.1505,0.2516
2021-02-12,0.6086,0.6515,0.6789,0.1494,0.2448
2021-02-16,0.6093,0.6546,0.6809,0.149,0.2443
2021-02-17,0.6087,0.6536,0.6798,0.1487,0.2446
2021-02-18,0.604,0.6517,0.6802,0.1514,0.2473
2021-02-19,0.6064,0.6576,0.6826,0.1519,0.2477
2021-02-22,0.5946,0.6431,0.6723,0.1541,0.2527
2021-02-23,0.5949,0.665,0.6903,0.1404,0.2398
2021-02-24,0.5932,0.6648,0.6914,0.1397,0.2384
2021-02-25,0.595,0.6595,0.6918,0.1451,0.2465
2021-02-26,0.6118,0.6731,0.7038,0.1577,0.2622
2021-03-01,0.6008,0.679,0.7095,0.1452,0.2504
2021-03-02,0.6114,0.6855,0.7174,0.1618,0.2635
2021-03-03,0.6105,0.6887,0.7186,0.1624,0.2601
2021-03-04,0.6153,0.6985,0.7251,0.1547,0.2551
2021-03-05,0.6126,0.6907,0.7235,0.1608,0.2634
2021-03-08,0.614,0.6939,0.7287,0.1628,0.2665
2021-03-09,0.5692,0.6804,0.7115,0.1332,0.211
2021-03-10,0.5655,0.6949,0.7205,0.1136,0.1886
2021-03-11,0.5351,0.6784,0.7055,0.0907,0.1645
2021-03-12,0.53,0.6808,0.7084,0.0832,0.154
2021-03-15,0.528,0.6812,0.7101,0.0787,0.1456
2021-03-16,0.5283,0.6828,0.7119,0.076,0.149
2021-03-17,0.5231,0.6812,0.7115,0.0718,0.1403
2021-03-18,0.5228,0.6797,0.7084,0.0763,0.1425
2021-03-19,0.5307,0.6901,0.7172,0.074,0.1432
2021-03-22,0.5302,0.6945,0.715,0.0714,0.1404
2021-03-23,0.5288,0.6945,0.7149,0.066,0.1353
2021-03-24,0.5351,0.6907,0.715,0.0708,0.1484
2021-03-25,0.5367,0.6943,0.7179,0.0717,0.1446
2021-03-26,0.5325,0.693,0.7179,0.0648,0.1354
2021-03-29,0.5399,0.6885,0.7234,0.0694,0.1445
2021-03-30,0.5403,0.6894,0.7279,0.0708,0.1429
2021-03-31,0.5357,0.6862,0.7241,0.0656,0.1369
2021-04-01,0.536,0.6891,0.7266,0.0624,0.1338
2021-04-05,0.5409,0.6926,0.732,0.0653,0.1322
2021-04-06,0.5422,0.6918,0.7316,0.0666,0.1376
2021-04-07,0.5373,0.6849,0.7266,0.0707,0.1486
2021-04-08,0.531,0.6805,0.7217,0.067,0.1432
2021-04-09,0.5361,0.6848,0.7239,0.0658,0.1422
2021-04-12,0.5317,0.6814,0.7186,0.0631,0.1368
2021-04-13,0.5302,0.6806,0.719,0.0618,0.1348
2021-04-14,0.5279,0.6746,0.7145,0.0626,0.135
2021-04-15,0.5299,0.685,0.7221,0.0609,0.1341
2021-04-16,0.5327,0.686,0.7229,0.0599,0.1343
2021-04-19,0.5316,0.6857,0.7225,0.0588,0.1349
2021-04-20,0.5323,0.6863,0.7218,0.0603,0.137
2021-04-21,0.5343,0.687,0.7227,0.0633,0.1412
2021-04-22,0.5434,0.6899,0.728,0.0648,0.1445
2021-04-23,0.5483,0.6925,0.7305,0.0684,0.1471
2021-04-26,0.5497,0.694,0.7317,0.07,0.1479
2021-04-27,0.5491,0.6938,0.7313,0.0712,0.146
2021-04-28,0.5502,0.6948,0.7313,0.0704,0.1443
2021-04-29,0.5462,0.6913,0.7306,0.064,0.1371
2021-04-30,0.5457,0.6948,0.7317,0.0635,0.1383
2021-05-03,0.5525,0.6917,0.738,0.0572,0.1256
2021-05-04,0.5479,0.6898,0.7358,0.0562,0.1183
2021-05-05,0.5493,0.6966,0.7402,0.0549,0.116
2021-05-06,0.553,0.6948,0.7388,0.0554,0.12
2021-05-07,0.5535,0.6939,0.7377,0.0532,0.1165
2021-05-10,0.5469,0.7013,0.7401,0.061,0.1317
2021-05-11,0.5404,0.7025,0.7402,0.0529,0.1139
2021-05-12,0.5378,0.7051,0.7408,0.0545,0.1125
2021-05-13,0.5701,0.7176,0.7478,0.0975,0.151
2021-05-14,0.5741,0.7138,0.7437,0.1024,0.1727
2021-05-17,0.5805,0.7125,0.7424,0.1144,0.1945
2021-05-18,0.5805,0.7126,0.742,0.1115,0.1928
2021-05-19,0.5819,0.7125,0.7417,0.1113,0.1931
2021-05-20,0.5694,0.7092,0.7393,0.1013,0.1798
2021-05-21,0.5726,0.712,0.7416,0.0988,0.1779
2021-05-24,0.5767,0.7119,0.7423,0.0962,0.1759
2021-05-25,0.5797,0.714,0.7441,0.0964,0.1775
2021-05-26,0.5797,0.7141,0.7455,0.0946,0.1766
2021-05-27,0.5788,0.7167,0.7483,0.0925,0.1745
2021-05-28,0.5893,0.7188,0.7495,0.0958,0.1751
2021-06-01,0.589,0.7208,0.7499,0.0954,0.1747
2021-06-02,0.5892,0.7204,0.7496,0.0964,0.1756
2021-06-03,0.596,0.721,0.749,0.1042,0.1797
2021-06-04,0.5959,0.7216,0.7493,0.1012,0.1835
2021-06-07,0.5986,0.724,0.7517,0.1005,0.1831
2021-06-08,0.5989,0.7219,0.7512,0.1016,0.1843
2021-06-09,0.5963,0.726,0.7509,0.0987,0.179
2021-06-10,0.5982,0.7258,0.7505,0.1005,0.1805
2021-06-11,0.5987,0.7261,0.7509,0.0965,0.1776
2021-06-14,0.5941,0.7223,0.747,0.0955,0.1812
2021-06-15,0.5932,0.7239,0.7479,0.0912,0.1786
2021-06-16,0.5935,0.7245,0.7485,0.0894,0.178
2021-06-17,0.6012,0.7243,0.7492,0.0937,0.1875
2021-06-18,0.6007,0.7231,0.75,0.0808,0.1759
2021-06-21,0.6048,0.7242,0.7521,0.0885,0.1829
2021-06-22,0.5963,0.7248,0.7513,0.0872,0.1785
2021-06-23,0.5957,0.7234,0.7501,0.0864,0.1784
2021-06-24,0.5948,0.7231,0.7499,0.0883,0.1774
2021-06-25,0.5958,0.7235,0.753,0.0904,0.1792
2021-06-28,0.5953,0.7232,0.7529,0.0926,0.1806
2021-06-29,0.5911,0.7247,0.7534,0.0878,0.1745
2021-06-30,0.5955,0.7289,0.7586,0.0872,0.1737
2021-07-01,0.5955,0.7289,0.7587,0.0869,0.1727
2021-07-02,0.5891,0.7299,0.7592,0.0844,0.1675
2021-07-06,0.5887,0.7281,0.7566,0.0843,0.1675
2021-07-07,0.5981,0.7315,0.7621,0.0834,0.1714
2021-07-08,0.5911,0.7271,0.7555,0.0829,0.1624
2021-07-09,0.5952,0.7328,0.7647,0.0989,0.1756
2021-07-12,0.5888,0.7268,0.76,0.0962,0.178
2021-07-13,0.5905,0.7319,0.7591,0.0975,0.1778
2021-07-14,0.6005,0.749,0.7665,0.0977,0.1785
2021-07-15,0.6007,0.7498,0.7664,0.0977,0.1784
2021-07-16,0.6011,0.751,0.7679,0.096,0.1778
2021-07-19,0.6166,0.7657,0.7891,0.0999,0.1817
2021-07-20,0.5983,0.7622,0.7803,0.0916,0.1709
2021-07-21,0.5958,0.7612,0.7805,0.0953,0.1726
2021-07-22,0.6122,0.7827,0.7956,0.1012,0.1775
2021-07-23,0.6134,0.7783,0.7911,0.1062,0.1836
2021-07-26,0.6093,0.777,0.7905,0.1042,0.1818
2021-07-27,0.6096,0.7789,0.7921,0.1046,0.1829
2021-07-28,0.6114,0.7846,0.7967,0.1025,0.182
2021-07-29,0.5873,0.7738,0.7904,0.0797,0.1592
2021-07-30,0.5842,0.7709,0.7915,0.0776,0.1565
2021-08-02,0.5857,0.7688,0.7945,0.0712,0.1501
2021-08-03,0.573,0.7618,0.7864,0.0661,0.1426
2021-08-04,0.5727,0.7623,0.7858,0.0632,0.1395
2021-08-05,0.5692,0.763,0.7872,0.0633,0.1335
2021-08-06,0.5698,0.7629,0.7902,0.0618,0.1325
2021-08-09,0.5721,0.7654,0.7901,0.0585,0.1332
2021-08-10,0.5707,0.7686,0.791,0.0546,0.1301
2021-08-11,0.5687,0.7691,0.7915,0.0524,0.1258
2021-08-12,0.5682,0.7698,0.7919,0.0515,0.123
2021-08-13,0.5761,0.7744,0.7881,0.0552,0.1299
2021-08-16,0.5752,0.7742,0.7883,0.0529,0.1276
2021-08-17,0.5757,0.7759,0.7889,0.0528,0.1277
2021-08-18,0.5808,0.7773,0.7887,0.0562,0.1309
2021-08-19,0.5794,0.7777,0.7878,0.0574,0.1325
2021-08-20,0.5911,0.795,0.7999,0.053,0.1232
2021-08-23,0.5871,0.789,0.7928,0.0599,0.1291
2021-08-24,0.591,0.7911,0.7934,0.0629,0.1331
2021-08-25,0.5857,0.7955,0.7917,0.0554,0.1222
2021-08-26,0.5571,0.7799,0.7753,0.0429,0.1023
2021-08-27,0.574,0.7814,0.776,0.0517,0.1116
2021-08-30,0.5726,0.7815,0.7763,0.043,0.0995
2021-08-31,0.5664,0.7726,0.7685,0.0407,0.0981
2021-09-01,0.557,0.7725,0.7647,0.0455,0.1012
2021-09-02,0.5426,0.7693,0.7557,0.0389,0.0854
2021-09-03,0.5338,0.7655,0.7502,0.0326,0.073
2021-09-07,0.5441,0.7483,0.7387,0.046,0.0944
2021-09-08,0.5343,0.7208,0.7175,0.0652,0.1158
2021-09-09,0.5545,0.7233,0.7192,0.0783,0.1294
2021-09-10,0.5456,0.7084,0.7078,0.0868,0.1352
2021-09-13,0.5329,0.6951,0.6919,0.0887,0.1425
2021-09-14,0.5311,0.6891,0.6875,0.0954,0.1389
2021-09-15,0.5338,0.688,0.6864,0.0997,0.1485
2021-09-16,0.5317,0.6882,0.6911,0.099,0.1458
2021-09-17,0.5105,0.6689,0.6723,0.1112,0.1512
2021-09-20,0.5222,0.673,0.6834,0.119,0.1624
2021-09-21,0.5284,0.6756,0.6866,0.1458,0.174
2021-09-22,0.5212,0.6802,0.689,0.1366,0.1592
2021-09-23,0.5237,0.6841,0.6905,0.1462,0.1702
2021-09-24,0.5268,0.6862,0.6918,0.1531,0.1788
2021-09-27,0.5071,0.6898,0.6766,0.1405,0.1567
2021-09-28,0.5097,0.6909,0.672,0.1336,0.1581
2021-09-29,0.5361,0.7096,0.6943,0.1496,0.1708
2021-09-30,0.5322,0.7012,0.6854,0.1599,0.1762
2021-10-01,0.5116,0.6926,0.6725,0.1504,0.1722
2021-10-04,0.4939,0.6875,0.6571,0.1457,0.1621
2021-10-05,0.5063,0.6966,0.6648,0.15,0.164
2021-10-06,0.5106,0.6993,0.669,0.1563,0.1691
2021-10-07,0.5094,0.6976,0.6683,0.1573,0.1691
2021-10-08,0.5182,0.7032,0.6772,0.1601,0.1749
2021-10-11,0.5204,0.7054,0.6768,0.1599,0.1772
2021-10-12,0.5214,0.716,0.6832,0.1617,0.1786
2021-10-13,0.5206,0.716,0.6827,0.1658,0.1811
2021-10-14,0.5162,0.7131,0.6803,0.1666,0.1802
2021-10-15,0.5341,0.7228,0.6911,0.1791,0.198
2021-10-18,0.5344,0.7219,0.6921,0.181,0.1986
2021-10-19,0.5312,0.7196,0.6903,0.1742,0.1934
2021-10-20,0.528,0.7223,0.6921,0.1695,0.1853
2021-10-21,0.5192,0.7177,0.6879,0.1619,0.1816
2021-10-22,0.5136,0.7152,0.6839,0.1519,0.1762
2021-10-25,0.5167,0.7171,0.6863,0.1436,0.1784
2021-10-26,0.518,0.7152,0.6862,0.1456,0.1837
2021-10-27,0.5214,0.716,0.6833,0.1489,0.1829
2021-10-28,0.5221,0.7128,0.685,0.1501,0.1839
2021-10-29,0.5254,0.7199,0.6805,0.1507,0.1884
2021-11-01,0.5303,0.7187,0.6807,0.1525,0.1976
2021-11-02,0.5232,0.7141,0.6665,0.1586,0.2051
2021-11-03,0.5247,0.7183,0.6713,0.1577,0.2059
2021-11-04,0.526,0.7188,0.6717,0.1566,0.2023
2021-11-05,0.5151,0.7183,0.675,0.1309,0.1969
2021-11-08,0.5116,0.6931,0.6534,0.1399,0.22
2021-11-09,0.5161,0.685,0.6542,0.1437,0.2254
2021-11-10,0.4803,0.6559,0.6261,0.1373,0.1903
2021-11-11,0.4862,0.6656,0.6371,0.1306,0.1886
2021-11-12,0.4606,0.6449,0.6195,0.1197,0.1675
2021-11-15,0.4607,0.643,0.6174,0.1211,0.1684
2021-11-16,0.4585,0.6415,0.6157,0.1176,0.164
2021-11-17,0.4748,0.6527,0.6238,0.1225,0.1717
2021-11-18,0.4669,0.6418,0.615,0.1287,0.1759
2021-11-19,0.4659,0.6442,0.6167,0.1278,0.1748
2021-11-22,0.4564,0.6344,0.6061,0.1257,0.1708
2021-11-23,0.4588,0.639,0.6114,0.1152,0.1665
